UserID,.net,ajax,android,arrays,asp.net,asp.net-mvc,c,c#,c++,css,django,html,ios,iphone,java,javascript,jquery,json,linux,mysql,objective-c,php,python,regex,ruby,ruby-on-rails,sql,sql-server,wpf,xml
111734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118969,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,1,0,0,22,0,2,0,0,0,0,0,0,0
111934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119701,0,0,0,36,0,0,395,0,47,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0
112100,2,0,0,0,2,9,0,9,0,0,0,1,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
11236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127571,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127724,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11333,5,0,0,0,0,1,0,8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1136211,20,0,0,0,1,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,2
113716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113962,0,0,0,0,0,0,0,0,0,2,86,2,0,0,0,0,0,0,0,1,0,0,39,2,0,0,0,0,0,0
1139830,33,18,4,3,276,20,0,251,0,11,0,21,0,0,0,48,34,21,0,2,0,3,0,0,0,0,12,7,6,0
114066,0,0,34,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114251,0,128,0,66,9,6,0,0,0,284,0,716,0,0,0,1634,2636,66,0,5,0,94,0,33,0,12,0,0,0,19
1142928,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
1143732,0,121,0,0,0,0,0,0,0,70,0,53,0,0,0,148,148,9,0,39,0,10,0,0,551,1875,23,0,0,0
1144035,0,0,19,17,19,0,0,69,0,0,0,0,0,0,68,0,0,0,0,4159,0,821,17,56,0,0,7054,1797,0,0
114916,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11492,3,0,15,0,0,3,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1149773,23,1,0,11,1,0,0,149,1,1,0,1,0,0,3,4,0,0,0,0,0,0,0,12,0,0,6,5,3,3
115145,0,0,2376,0,0,0,0,0,0,0,0,14,11,0,378,10,0,0,0,0,0,0,0,0,0,0,0,0,0,38
11522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115730,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1
115873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159478,185,0,0,22,44,15,0,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,23,0
1160754,0,0,0,1,0,0,0,0,0,13,0,6,0,0,0,6,8,0,0,3,0,8,0,0,0,0,0,0,0,0
1166320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116862,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
116908,0,0,0,7,0,0,77,0,28,0,0,0,7,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0
1174052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175077,2,0,0,2,3,0,23,13,37,0,0,0,0,0,30,0,0,0,0,56,0,0,0,3,0,0,312,186,0,0
1175966,0,35,0,15,4,5,0,3,0,27,0,96,0,0,2,253,300,28,0,3,0,39,0,0,0,2,1,0,0,6
117700,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,7,5,1,3,0,0,0,7,0,0,0,37,36,0,4
1178924,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118068,0,47,14,89,0,0,20,8,6,28,0,132,0,0,26,129,96,58,14,486,0,1063,9,23,0,0,172,12,0,14
1180720,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,6,1,0,0,0,0,0,15,1,1,0,0,0,0,0
118175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0
1182835,0,2,0,0,0,1,0,1,0,2,0,2,0,0,13,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11829,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1185053,6,1,0,4,15,32,0,158,1,3,0,7,0,0,1,7,4,7,0,0,0,0,0,5,0,0,0,0,0,0
1185126,0,3,0,7,0,0,0,0,0,4,0,6,0,0,0,7,8,0,0,3,0,17,0,0,0,0,1,0,0,0
1186050,0,0,0,0,4,14,0,3,0,6,0,5,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0
1187415,0,0,0,57,0,0,81,0,11,0,0,0,562,61,0,0,0,13,0,0,452,0,0,13,0,0,0,0,0,0
1188513,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1188611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1202025,0,0,215,9,0,0,0,0,0,0,0,0,0,0,74,0,0,19,0,1,0,2,0,0,0,0,0,0,0,8
1207323,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1207539,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,3,1,0,2,0,4,0,0,0,0,0,0,0,0
1209216,0,0,4,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0
1210165,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,2,0,0,0,0,11,24,1,0,0,0
121176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,10,0,0,0,0
12149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12161,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
121646,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0
1221571,0,0,340,177,0,0,0,9,0,0,0,0,75,13,1569,0,0,7,0,35,8,29,0,0,0,0,13,0,0,0
1224075,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122536,0,0,0,2,0,0,0,0,0,11,0,16,0,0,0,54,19,0,1,0,0,0,0,4,1,4,0,0,0,0
1226963,0,0,0,15,0,0,9,0,0,0,0,0,698,39,0,0,0,11,0,0,528,0,0,4,0,0,4,0,0,3
122718,190,0,0,16,42,22,12,618,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,191,7,0
1231,1,0,0,0,0,2,0,4,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233366,0,0,25,3,0,0,0,0,0,0,24,0,10,2,2,0,0,0,0,2,8,0,6,0,0,0,0,0,0,0
123415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
123527,0,1,1,6,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,2,0,3,107,147,4,0,0,0
1236090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20,0,0,0
1237040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246832,0,0,0,0,0,0,0,0,0,22,0,17,0,0,0,12,21,0,0,0,0,7,0,0,0,0,0,0,0,0
1248068,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248295,174,0,0,4,0,0,0,90,2,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,0,6
1252759,0,0,0,4,0,0,1,0,0,0,6,1,0,0,0,0,0,2,0,0,0,0,226,15,0,0,0,0,0,0
1258041,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,56,7,0,0,0,0,0,1
125816,0,0,0,7,0,0,0,1,1,2,0,1,0,0,0,4,0,1,0,3,0,2,0,2,102,50,3,0,0,0
1258801,0,0,0,0,0,0,0,0,0,3,38,7,0,0,0,5,13,0,1,2,0,0,23,1,0,0,0,0,0,0
1259400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12597,7,0,0,0,6,0,3,18,5,0,0,2,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,7,1,1
1264804,0,13,0,0,0,0,0,0,0,9,0,121,0,0,0,180,243,0,0,0,0,0,0,0,0,0,0,0,0,0
1267661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126769,0,0,0,0,0,0,155,2,51,0,0,0,0,0,29,0,0,0,64,7,0,0,9,0,0,0,3,0,0,0
12711,3,0,3,8,0,0,92,2,115,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1271826,0,0,0,14,0,0,0,0,0,0,0,9,656,64,0,0,0,44,0,9,430,25,0,9,0,0,10,0,0,9
127440,9,7,0,1,12,56,0,47,0,1,0,3,0,0,0,11,17,2,0,0,0,0,0,2,0,0,0,1,0,4
1277389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279683,0,4,0,24,0,0,0,0,0,2,0,3,0,0,0,6,5,0,0,6,0,0,0,4,253,313,8,0,0,0
128141,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,0,0,0,3,0,0,0,73,0,0,0,0,0,0,0
1283273,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
128421,0,0,0,43,0,0,0,0,0,4,0,19,0,0,0,4,0,16,2,4,0,0,0,86,515,89,0,0,0,37
128463,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
1285133,0,0,0,5,0,0,0,2,0,0,0,0,552,41,0,0,0,8,0,0,317,2,0,0,0,0,0,0,0,0
12855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12870,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
128983,0,0,0,0,0,0,0,16,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
129164,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0
12950,3,3,0,1,7,12,2,49,0,3,1,9,1,0,4,23,20,4,1,5,0,3,0,0,0,0,10,3,0,0
129570,0,0,0,7,0,0,31,0,20,0,0,0,0,0,34,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
12983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130015,4,1,0,0,0,7,0,23,0,3,0,2,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,5,0
13005,0,0,0,7,0,0,12,0,106,0,0,0,0,0,3,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0
1301076,0,1,1,7,0,0,0,0,0,1,0,10,1,0,0,11,10,6,0,22,0,114,0,0,0,0,3,0,0,4
13055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130758,12,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312143,0,0,0,4,0,0,14,0,9,0,0,0,73,4,0,0,0,0,2,0,207,0,2,0,0,0,0,0,0,0
131872,0,0,0,9,0,0,0,0,0,0,0,6,0,0,1165,0,0,0,0,16,0,0,0,0,0,0,6,0,0,0
132331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13249,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13302,21,0,0,0,32,9,0,139,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,219,289,3,54
133566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336654,31,0,0,11,6,1,0,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338307,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1340755,2,0,0,0,0,0,0,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,41,2
134381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343868,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134484,2,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,18,0
134633,0,0,0,1,0,0,14,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
134713,1,0,0,2,0,0,7,1,7,0,0,0,0,0,2,0,0,0,12,0,0,0,0,20,0,0,0,0,0,0
1348195,0,22,0,11,0,0,0,7,0,3,0,10,0,0,5,397,87,10,0,2,0,4,3,5,0,0,0,0,0,0
1350983,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354350,0,2,11,1,0,0,0,0,0,1,4,0,10,7,1,7,0,0,0,0,8,0,5,0,0,0,0,0,0,0
135531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
136008,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
136141,17,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12,6,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137350,0,0,0,0,0,0,3,0,2,0,0,0,14,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
137467,1,0,0,0,0,1,0,4,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
138078,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
1380867,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,1,0,0,0,0,2,0,0,19,34,0,0,0,0
1381627,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69,0,0,0,0,0,0,0
1383538,0,13,0,0,0,1,0,0,0,34,0,20,0,0,26,18,27,1,0,11,0,0,0,0,0,0,10,0,0,0
1384652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
138475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138557,0,6,0,5,0,0,0,0,0,1,0,4,0,0,0,24,15,3,2,13,0,0,0,3,104,263,13,0,0,4
1386886,0,3,0,4,2,0,0,0,0,1,0,6,0,0,0,40,22,2,0,0,0,1,0,0,0,0,0,0,0,0
13913,5,1,0,0,4,4,0,13,0,3,0,1,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1
139226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,3,4,0,0,0,0
1393766,0,0,18,43,0,0,0,0,0,0,0,8,0,0,566,4,0,3,0,0,0,0,0,195,0,0,0,0,0,6
139459,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,3,0,1,0,0,0,0,0,0
1398425,2,2,0,1,9,8,0,29,0,21,0,17,0,0,0,34,38,5,0,1,0,3,0,0,0,0,1,1,0,0
139985,0,0,74,45,0,0,11,6,6,0,0,5,0,0,1132,7,0,16,20,6,0,10,0,9,0,0,8,0,0,7
140185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14065,0,0,0,2,0,0,1,0,37,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140719,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
140740,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1407560,0,0,0,0,7,2,0,7,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
140765,1,0,0,0,0,0,0,2,0,0,0,0,9,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
14101,2,0,0,0,1,1,0,2,0,0,0,0,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0
14104,0,76,2,18,12,6,0,5,0,76,0,202,0,2,2,682,416,33,0,0,0,44,0,19,0,0,0,0,0,0
1410998,2,0,0,1,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,32,0
1411975,0,8,0,2,0,1,0,0,0,21,50,26,0,0,0,35,37,4,0,3,0,3,39,0,5,1,2,0,0,1
1412091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14122,0,0,0,14,0,0,15,0,3,0,0,0,0,0,3,0,0,6,107,0,0,0,73,21,0,0,0,0,0,25
1413395,0,0,0,22,0,0,33,0,618,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
1415724,0,11,7,8,0,0,0,0,0,9,0,187,0,0,2,29,17,4,0,364,0,881,0,3,0,0,97,7,0,3
1420325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426985,0,0,0,0,0,4,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
